58
78
98
136
156
174
214
255
272
295
336
376
418
459
501
540
581
623
664
705
744
789
830
853
870
888
904
938
978
1018
1065
1106
1152
1195
1238
1273
1313
1353
1396
1436
1471
1516
1554
1595
1636
1678
1719
1760
1800
1838
1876
